"Row ID","ODR Reference","Data Recipient","Organisation Type","Purpose","Data Source","Data Type provided to applicant ","Legal basis for the release of personally identifiable data","Date of release"
"DRR119","ODR1516_122","University of Nottingham","Academic Institution","The Lung Cancer Consultant Outcomes Publication (LCCOP) publishes data on resection rates and survival after surgery for primary lung cancer in England. LCCOP is a Healthcare Quality Improvement Partnership (HQIP) programme, relevant to thoracic surgeons and it is a national and mandatory programme for NHS Hospitals in England. The LCCOP report is produced jointly by the National Lung Cancer Audit (NLCA) NLCA and the Society of Cardiothoracic Surgery (SCTS).","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-11-30
"DRR120","ODR1516_154b","Queen Mary University of London","Academic Institution","Uptake of bowel cancer screening in England is currently about 56%, a figure that has changed very little since the programme began in 2006, despite national campaigns to raise awareness. The NHS Bowel Cancer Screening Programme (BCSP) in England is organised centrally, without the direct involvement of general practitioners (GPs). There is evidence to suggest, however, that people are more likely to respond to an invitation to screening if they are encouraged to do so by their GP. Data is requested to evaluate PEARL (Practice Endorsed Additional Reminder Letter) intervention.","National Bowel Cancer Screening Programme","Anonymised","Regulation 2 (s251)",2015-12-01
"DRR121","ODR1516_261b","NATCANSAT - The Clatterbridge Cancer Centre NHSFT","CQC Registered Health or/and Social Care provider","Data are requested to augment the National Radiotherapy Dataset (RTDS) in line with NATCANSAT's CAG Approval (1-06(FT2)/2013 for Cancer Analysis to support a range of activities within the cancer program.  Examples include calculation of radiotherapy uptake rates to support the NHS England Quality Measures Dashboard, improvement of morphology data in the RTDS in order to correctly identify category I cases in assessment of radiotherapy delays.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-12-17
"DRR122","ODR1516_050f","London School of Hygiene & Tropical Medicine","Academic Institution","The data is requested to support a programme of applied public health research which aims to produce a comprehensive range of information on patterns of cancer survival and their impact on the population and provide insight into the extent and the causes of inequalities in the outcome of cancer treatment. Also aim to evaluate the population impact of strategies designed to improve survival or to reduce inequalities in outcome.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-12-04
"DRR123","ODR1516_050a","London School of Hygiene & Tropical Medicine","Academic Institution","The data is requested to support a programme of applied public health research which aims to produce a comprehensive range of information on patterns of cancer survival and their impact on the population and provide insight into the extent and the causes of inequalities in the outcome of cancer treatment. Also aim to evaluate the population impact of strategies designed to improve survival or to reduce inequalities in outcome.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-12-08
"DRR124","ODR1516_050","London School of Hygiene & Tropical Medicine","Academic Institution","The data is requested to support a programme of applied public health research which aims to produce a comprehensive range of information on patterns of cancer survival and their impact on the population and provide insight into the extent and the causes of inequalities in the outcome of cancer treatment. Also aim to evaluate the population impact of strategies designed to improve survival or to reduce inequalities in outcome.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-12-11
"DRR125","ODR1516_123a","Royal College of Surgeons Clinical Effectiveness Unit","Independent Sector Organisation","As part of the NPCA, we will collect PROMs and PREMs for all patients with localised prostate cancer who are candidates for radical treatment 18 months after diagnosis (from 1st April 2014) to determine patients views on their experience of care following diagnosis, in addition to their symptoms, functional status and health related quality of life post-radical treatment.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-10-30
"DRR126","ODR1516_314","Monitor Deloitte","Commercial","Data will be used to create a series of data visualisation dashboards known as ?Digital Data Interfaces? (DDIs). The DDIs are Tableau-based dashboards that allow Macmillan Cancer Support to visualise a highly-anonymised version of the Routes from Diagnosis dataset in a limited number of pre-specified ways (e.g., demographics or population-level service usage by Survivorship Outcome Group).","National Cancer Registration and Analysis Service","Anonymised","Regulation 2 (s251)",2016-02-01
"DRR127","ODR1516_313","University of Cambridge","Academic Institution","The objectives of this study are: 1. To explore the evolution of nephrectomy service and practice in England in response to the 2002 NICE recommendation on service reconfiguration. 
2. To determine if renal cancer service centralisation has resulted in improvements in short-term surgical and long-term oncological outcomes, including perioperative morbidities, in-hospital, 30-day, 1-year and 5-year cancer specific and overall mortalities.
3. To use large, contemporary, multi-centre UK data to develop and validate a novel renal cancer prognostic model that can be used at the point of care to assist in management decision.
4. To investigate how the understanding of volume-outcome relationship in nephrectomy can change the current paradigm on renal cancer service and risk prediction model.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2016-02-01
"DRR128","ODR_2014_397b","King's College London","Academic Institution","The Data Recipient will study how lipid biomarkers such as apoA-I and HDL are linked to tumour severity and cancer survival by using tumour information (Gleason score, PSA, TNM stage) and information of date and cause of death. In addition, the Data Recipient will study whether the concentrations of these lipid components change over time and have an effect on tumour severity and cancer prognosis. Information will be collected in tumour immunological markers to assess how inflammation might affect the association between lipid components and prostate cancer severity.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2016-02-23
"DRR129","ODR1516_068b","Sheffield Teaching Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","We are conducting a NSSG network audit of outcomes for radical cystectomy for bladder cancer. The results of the audit will help us to redesign our service delivery, counsel and inform patients better and also stratify our workload better. We are requesting patient identifiable data from PHE to match our hospital acquired data with the one from PHE for data completion and analysis.
","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2016-01-15
"DRR130","ODR1516_172","Central Manchester University Hospitals NHS Foundation Trust","CQC Registered Health or/and Social Care provider","The aim of this project is to retrospectively assess the outcomes of all patients who are found to have HGD in sessile polyps that have been removed within the national BCSP and 1) determine the number that have an initial incomplete EMR 2) assess the progression to cancer (and cancer stage) or further HGD over time in those with a normal site check at 3 months 3) determine if there are any prognostic factors which affect outcomes 1-2 including polyp site, size and patient demographics (gender and age at diagnosis).","National Bowel Cancer Screening Programme","Anonymised","Regulation 2 (s251)",2016-02-17
"DRR131","ODR1516_037","William E. Wecker Associates, Inc.","Commercial","We would like to examine the historical trends in morphological sutbypes of lung cancer. We intend to examine lung cancers in Australia, Ireland, the United Kingdom, and the United States. The study will test, document, and, where possible, extend the analysis of relationships between tobacco use and cancer reported in the 2014 Surgeon General report.","National Cancer Registration and Analysis Service","Anonymised","Regulation 2 (s251)",2016-03-07
"DRR132","ODR1516_042","Sheffield Teaching Hospitals NHS Foundation Trust","CQC Registered Health or/and Social Care provider","A clinical audit of patients diagnosed in Sheffield Teaching Hospitals NHS Foundation Trust with colorectal liver metastasis between 1997 and 2005. The data recipient will examine the time between the primary operation for colorectal cancer and the appearance of liver metastasis, the stage of disease at the primary surgery and any laboratory data such as CEA levels that might assist in identifying any survival parameters.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2016-03-29
"DRR133","ODR1516_137","Leeds City Council","Local Authority","As part of a citywide Leeds bowel screening campaign data will be provided to the Data Recipient to enable screening helper packs to be sent to patients. Each pack includes 3 helper kits with one kit containing; an instructions card , pair of latex free gloves and a poo catcher/toilet aid plus easy read leaflet explaining the test and possible next steps to patients across Leeds (patients from all 3 NHS CCG groups in Leeds ? Leeds West CCG, Leeds North CCG and Leeds South & East CCG), who are invited to participate in the bowel screening programme (eligible adults aged 60 ? 74 years).","National Bowel Cancer Screening Programme","Personally identifiable","Regulation 5 (s251)",2016-03-03
"DRR134","ODR1516_266a","University of Leicester","Academic Institution","The main aim is to develop and apply statistical methods to optimise the use of population based cancer data combining methodological development with application of the new methods in applied research using English population based cancer survival data. Three specific aims are as follows, (i) Further develop methods to partition cancer related mortality into that due to cancer and that due to excess cariovascular disease. (ii) Develop computationally efficient methods for competing risks data, applying the methods to modelling the time to hepatic resection for colorectal cancer.  (iii) Further develop methods for estimating the loss in expectation of life associated with a diagnosis of cancer with the aim of decomposition into different causes.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2016-02-18
"DRR135","ODR1516_109d","Clinical Practice Research DataLink","Government Agency (Health and Adult Social Care)","This study aims to use CPRD GOLD to further investigate if there is an association between pioglitazone use and the development of prostate cancer and to explore the possible reasons for such an association and whether this is unique to pioglitazone or seen also with other diabetic treatments. This nested case-control study will be set within a CPRD GOLD cohort of male type 2 diabetes mellitus (T2DM) patients, aged 40 years or over, who initiated first ever diabetic drug therapy on or after  01 January 2001 until the most recent date of the three databases. Cases of prostate cancer diagnosed after the start of first diabetic medication will be identified using linkage to Cancer Registration data, and hospital discharge diagnoses in the HES dataset.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","Regulation 5 (s251)",2016-03-07
"DRR136","ODR1516_379","Imperial College London","Academic Institution","The UK Flexible Sigmoidoscopy Screening Trial (UKFSST) started in 1994 and aims to determine the effectiveness of a single flexible sigmoidoscopy (FS) screening exam in reducing colorectal cancer incidence and mortality rates. This is a multicentre randomised controlled trial designed to evaluate the effect of a single flexible sigmoidoscopy screening at age 55-64 years in the prevention of colorectal cancer morbidity and death. 195,000 men and women were recruited to the study in 10 centres throughout the United Kingdom and randomly allocated to either screening or control groups in the ratio of 1:2. 

The cancers data is required to follow-up patients to determine:
? The magnitude of effect of a single FS screen on CRC incidence and mortality.
? The optimum age for a single FS screening exam.
? The duration of the protective effect of a single FS.

The BCSP data is required to examine and adjust for the contaminating effect of differential uptake of FOBT in the BCSP by screening attenders and controls leading to different rates of colonoscopy and screen-detected cancers.","National Bowel Cancer Screening Programme, National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2016-03-01
"DRR137","ODR1516_342b","Leeds Teaching Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","This study aims to look at the clinical features of screen detected breast cancer especially in relation to HER-2 positive status and its influence on clinical management, especially in relation to systemic chemotherapy use and overall survival.","National Breast Cancer Screening Programme","Anonymised","Regulation 2 (s251)",2016-03-11
"DRR138","ODR1516_071c","University of Nottingham","Academic Institution","Data on patients diagnosed with lung cancer between 1 January and 31 December 2014 will be used for the Healthcare Quality Improvement Partnership (HQIP) commissioned National Lung Cancer Audit annual report to drive improvements in the quality of lung cancer services and patient outcomes. The performance of the providers of lung cancer will be analysed at a number of levels including individual Trust/Health Boards, Strategic Clinical Network and Thoracic Surgical Centres. Using these levels of analysis, multivariate logistic regression will be used to study access to treatment modalities (surgery, chemotherapy, and radiotherapy). The impact of the following confounders ? age, sex, socioeconomic status, stage, lung affected, histology and performance status (WHO) will be assessed.  Trusts? data will be analysed individually as well as group Trusts according to key variables, for example if a Trust is a thoracic surgical centre, or if they give chemotherapy locally. Data items will be benchmarked against key audit indicators.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2016-01-07
"DRR139","ODR1516_071d","University of Nottingham","Academic Institution","Data on patients diagnosed with lung cancer between 1 January and 31 December 2014 will be used for the Healthcare Quality Improvement Partnership (HQIP) commissioned National Lung Cancer Audit annual report to drive improvements in the quality of lung cancer services and patient outcomes. The performance of the providers of lung cancer will be analysed at a number of levels including individual Trust/Health Boards, Strategic Clinical Network and Thoracic Surgical Centres. Using these levels of analysis, multivariate logistic regression will be used to study access to treatment modalities (surgery, chemotherapy, and radiotherapy). The impact of the following confounders ? age, sex, socioeconomic status, stage, lung affected, histology and performance status (WHO) will be assessed.  Trusts? data will be analysed individually as well as group Trusts according to key variables, for example if a Trust is a thoracic surgical centre, or if they give chemotherapy locally. Data items will be benchmarked against key audit indicators.

Additional treatment data variables provided.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2016-02-05
"DRR140","ODR1516_494","Health and Social Care Information Centre","Government Agency (Health and Adult Social Care)","The National Pregnancy in Diabetes (NPID) Audit measures the quality of pre-gestational diabetes care against NICE guidline based criteria and the outcomes of pre-gestational diabetic pregnancy.","National Congenital Anomaly and Rare Disease Registration Service ","Personally identifiable","Consent",2016-03-29
"DRR141","ODR1516_369","University of Leeds","Academic Institution","This programme aims to create a unique national dataset on colorectal cancer that will offer, for the first time, high quality national information on all patients treated with colorectal cancer within the NHS.  These data will allows us to monitor the hospital careers and outcomes of all patients at a population level and, hence, scrutinize the clinical performance of the NHS.  ","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2016-03-11
