"Row ID","ODR Reference","Data Recipient","Organisation Type","Purpose","Data Source","Data type provided to applicant ","Legal basis for the release of personally identifiable data","Date of release"
"DRR201","ODR1516_369/A8","University of Leeds","Academic Institution","The Data Recipient will access cancer registration data to perform analyses to support the (1) development of a the national colorectal cancer dataset to enhance the extent, timeliness and value of its contents, (2) pioneer the development and application of appropriate statistical methodologies to analyse these complex data (3) monitor clinical performance/outcomes of NHS colorectal cancer services to eliminate inequalities and help improve survival.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2017-02-02
"DRR202","ODR1617_024","City University London","Academic Institution","The Data Recipient will access cancer registration data to provide new evidence on the main drivers of cancer costs in England. The study will investigate the relative contribution of route to diagnosis, accessibility of health services and patient characteristics to the lifetime costs of cancer.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2017-02-06
"DRR203","ODR1617_181","North Tees and Hartlepool NHS Foundation Trust","CQC Registered Health or/and Social Care provider","The Data Recipient will access congenital and rare disease data to conduct a clinical audit to assess current medical surveillance of all children with Down Syndrome within North Tees and Hartlepool NHS Foundation Trust and compliance with Royal College of Paediatrics and Child Health and Down Syndrome Medical Interest Group guidelines.","National Congenital Anomalies and Rare Disease","Personally identifiable","Direct Care",2017-02-06
"DRR204","ODR_2014_128","Clinical Practice Research DataLink","Government Agency (Health and Adult Social Care)","The Data Recipient will investigate the  relative risk of cancer based on different case definitions between the CPRD and cancer registry. In addition, the Data Recipient will describe the completeness of cancer related data (which may help with studies that are investigating disease severity) between the CPRD and cancer registry, as this has still had relatively little use among published studies.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","Regulation 5 (s251)",2017-02-14
"DRR205","ODR1516_364/B","Cancer Research UK","Independent Sector Organisation","The Data Recipient will engage a data processor to send to personalised bowel cancer screening endorsement letter to patients who were mailed an NHS bowel cancer screening test kit 2 days prior. The direct mail activity will run in 27 CCG areas only and will be supported by a CRUK bowel cancer screening advertising campaign during the project period. The advertising campaign aims to raise awareness of the Bowel Cancer Screening Programme and begin to normalise participation, while the direct mail element of the project aims to reduce barriers to participation among those invited and provide a cue to action.","National Bowel Cancer Screening Programme","Personally identifiable","Regulation 5 (S251)",2017-02-15
"DRR206","ODR1617_121","Royal National Orthopaedic Hospital NHS Trust","CQC Registered Health or/and Social Care provider","The Data Recipient will access cancer registration data to investigate unwanted variation in clinical practice and/or divergence from the best evidence; in lung, head and neck and gynaecological cancers. The work will culminate 14 in a national report and set of national recommendations aimed at improving quality of care and reducing expenditure on complications, litigation, procurement and unproven treatment. This work will also support the development of the ?Model hospital? (another NHS Improvement programme within the Clinical Quality and Efficiency programme), which will allow Trusts to compare themselves with quality indicators and standards for each clinical specialty.","National Cancer Registration and Analysis Service","Anonymised ","No legal gateway required",2017-02-28
"DRR207","ODR1617_346","NHS Digital","Government Agency (Health and Adult Social Care)","The Data Recipient  will act as a 3rd party linkage service to support the linkage of pseudonymised patient level data held by the Clinical Practice Research Datalink (CPRD) to cancer registration data.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2017-03-02
"DRR208","ODR1617_171","Cambridge University Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","The Data Recipient will access cancer registration data to explore the prognostic factors associated with prostate cancer-specific and overall mortality amongst men with non-metastatic disease. The study aims to (1) explore the prognostic factors associated with prostate-cancer-specific and overall mortality, and the impact of different treatment modalities on these outcomes; (2) develop a web-based personalised risk prediction tool that estimates risk of cancer-specific and overall mortality in men with newly-diagnosed non-metastatic prostate cancer, and models the impact of different treatment modalities on this risk (3) validate the tool externally; and (4) test the tool in the clinical environment","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2017-03-14
"DRR209","ODR1617_070","Royal College of Surgeons of England","Independent Sector Organisation","The Data Recipient will access cancer registration data to support the National Bowel Cancer Audit which aims to improve the quality of care and survival of patients with bowel cancer, and meets the requirements as set out in the NHS cancer plan, NICE guidelines and the report of the Bristol Royal Infirmary inquiry. Through linkage with cancer registration data held by the National Cancer Registration and Analysis Service, the audit will (1) assess how best to elicit PROMs in bowel cancer patients for the purpose of clinical audit and service evaluation, including the optimum point in the patient pathway to elicit PROMs and how best to achieve maximum coverage across all patient groups; (2) describe the overall pattern of care for bowel cancer patients, both in terms of the patients receiving neo-adjuvant/adjuvant chemotherapy and those receiving palliative chemotherapy.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2017-03-14
"DRR210","ODR1617_275","University of Oxford","Academic Institution","The Data Recipient will, on behalf of PHE Screening, examine (a) how wide bore needle (wbn) rates are associated with cancer detection rates and (b) whether outliers can be used as an early warning of underperformance at triple assessment.","National Breast Cancer Screening Programme","Anonymised ","No legal gateway required",2017-03-15
"DRR211","ODR1617_136","Guy's and St Thomas' NHS Foundation Trust","CQC Registered Health or/and Social Care provider","The Data Recipient will access cancer registration data to  develop a comprehensive geriatric assessment (CGA) directed approach for the treatment of elderly diffuse large B cell lymphoma.","National Cancer Registration and Analysis Service","Anonymised ","No legal gateway required",2017-03-21
"DRR212","ODR1617_033","London School of Hygiene and Tropical Medicine","Academic Institution","The Data Recipient will access cancer registration data to CONCORD-3 examine world-wide cancer survival trends up to 2014 for the 15 malignancies (stomach, colon, rectum, liver, lung, breast, cervix, ovary, prostate,  oesophagus, pancreas, melanoma, alongside leukaemias, lymphomas and brain tumours in adults and children. These 15 cancers represent 75% of the global cancer burden.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2017-03-23
"DRR213","ODR1516_369/A9","University of Leeds","Academic Institution","The Data Recipient will access cancer registration data to perform analyses to support the (1) development of a the national colorectal cancer dataset to enhance the extent, timeliness and value of its contents, (2) pioneer the development and application of appropriate statistical methodologies to analyse these complex data (3) monitor clinical performance/outcomes of NHS colorectal cancer services to eliminate inequalities and help improve survival.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2017-03-29
"DRR214","ODR1516_313/A2","University of Cambridge","Academic Institution","The Data Recipient will explore how nephrectomy services in England have evolved in response to the 2002 NICE recommendation on service reconfiguration. This analysis will include (1) examining changes to the numbers and types of nephrectomy performed in English hospitals and how service restructuring may have influenced surgeons? choice for performing specific types of nephrectomy; (2) determining if renal cancer service centralisation has resulted in improvements in short-term surgical and long-term oncological outcomes; and (3)  characterising the relationship between hospital and surgeon case volume and surgical and oncological outcomes. As a result of the analysis, e a novel renal cancer prognostic model that can be used at the point of care to assist in management decision will be developed and validated.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2017-03-29
"DRR215","ODR1516_255","University of Oxford","Academic Institution","The Data Recipient will access cancer registration data to  conduct a retrospective cohort study  of women diagnosed diagnosed with breast cancer from 1971 to 2014.  The study will aim to (i) characterise the risk of developing invasive breast cancer among women diagnosed with a non-invasive breast cancer, and the factors that determine this risk.; (2) characterise the risk of death from breast cancer in women diagnosed with a non-invasive breast cancer, and the factors that determine this risk; and (3) characterise the risk of developing a further non-invasive breast cancer among women who have already been diagnosed with one non-invasive breast cancer, and the factors that determine this.","National Cancer Registration and Analysis Service","De-personalised","No legal gateway required",2017-01-28
